->apsoros|absoros
GJ|adsedo|adsĕdo|ōnis, m.|assesseur.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assellatio|adsellatio
LS|
GG|adsellatio|adsellātĭo|ōnis|f.|subst.|déjection|adsellatio|adsellātĭo
GJ|adsellatio|adsellātĭo|ōnis, f.|déjection.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assellor|adsellor
LS|adsellor|adsellor|ātus, 1||v. dep.|to go to stool, to void|assellor|(
GG|adsellor|adsellor|āri|||aller à la selle|adsellor|adsellor
GJ|adsellor|adsellor|āri, ātus sum|aller à la selle.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assenesco|adsenesco
LS|adsenesco|adsĕnesco|ĕre||v. inch. n.|to become old to|assenesco|(
GG|adsenesco|adsĕnesco|ĕre||intr.|int., vieillir|adsenesco|adsĕnesco
GJ|adsenesco|adsĕnesco|ĕre|- intr. - vieillir.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assentaneus|adsentaneus
LS|
GG|adsentaneus|adsentānĕus|a, um||adj.|consentaneus|adsentaneus|adsentānĕus
GJ|adsentaneus|adsentānĕus|a, um|c. consentaneus.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assentatrix|adsentatrix
LS|adsentatrix|adsentātrix|īcis|f.||a female flatterer|assentatrix|(
GG|adsentatrix|adsentātrix|īcis|f.|subst.|flagorneuse|adsentatrix|adsentātrix
GJ|adsentatrix|adsentātrix|īcis, f.|flagorneuse.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assequela|adsequela
LS|adsequela|adsĕquēla|ae|f.||a succeeding, succession|assequela|(
GG|adsequela|adsĕquēla|ae|f.|subst.|ce qui suit, suite|adsequela|adsĕquēla
GJ|adsequela|adsĕquēla|ae, f.|ce qui suit, suite.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assertorius|adsertorius
LS|adsertorius|adsertōrĭus|a, um||adj.|pertaining to a restoration of freedom|assertorius|(
GG|adsertorius|adsertōrĭus|a, um||adj.|relatif à une revendication de liberté|adsertorius|adsertōrĭus
GJ|adsertorius|adsertōrĭus|a, um|relatif à une revendication de liberté.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assertrix|adsertrix
LS|
GG|adsertrix|adsertrix|īcis|f.|subst.|celle qui prend la défense de|adsertrix|adsertrix
GJ|adsertrix|adsertrix|īcis, f.|celle qui prend la défense de.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assertum|adsertum
LS|adsertum|adsertum|i|n.||an assertion|assertum|(
GG|adsertum|adsertum|i|n.|subst.|assertion, preuve|adsertum|adsertum
GJ|adsertum|adsertum|i, n.|assertion, preuve.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adservatus
LS|
GG|adservatus|adservātus|a, um||part.|part. de adservo.|adservatus|adservātus
GJ|adservatus|adservātus|a, um|part. de adservo.
Ge|
FG|adservatus|adservatus (ass-) a um, participe de adservo.
Lw|
YO|
PO|
WW||||
->assessorius|adsessorius
LS|adsessorius|adsessōrĭus|a, um||adj.|pertaining to an assessor|assessorius|(
GG|adsessorius|adsessōrĭus|a, um||adj.|relatif aux assesseurs|adsessorius|adsessōrĭus
GJ|adsessorius|adsessōrĭus|a, um|relatif aux assesseurs.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assessura|adsessura
LS|adsessura|adsessūra|ae|f.||the office of assessor, assessorship|assessura|(
GG|adsessura|adsessūra|ae|f.|subst.|fonction d'assesseur|adsessura|adsessūra
GJ|adsessura|adsessūra|ae, f.|fonction d'assesseur.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assestrix|adsestrix
LS|adsestrix|adsestrix|īcis|f.||she that sits by, a female assistant|assestrix|(
GG|adsestrix|adsestrix|īcis|f.|subst.|de adsessor;|adsestrix|adsestrix
GJ|adsestrix|adsestrix|īcis, f. [adsessor]|celle qui s'assoit auprès, qui assiste, qui aide.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adseverans
LS|
GG|adseverans|adseverans|tis||part. adj.|part. de adsevero pris adjt|adseverans|adseverans
GJ|adseverans|adsĕvērans|antis|part. de adsevero.
Ge|
FG|adseverans|adseverans (ass-) tis, participe présent de adsevero.
Lw|
YO|
PO|
WW||||
->asseveranter|adseveranter
LS|adseveranter|adsĕvēranter|||adv.|with asseveration, earnestly, emphatically.|assevero|and 
GG|adseveranter|adsĕvērantĕr|||adv.|de façon affirmative (catégorique)|adseveranter|adsĕvērantĕr
GJ|
Ge|
FG|
Lw|adseveranter|adsevēranter (ass-)|||adv.|earnestly, emphatically||||adseveranter
YO|
PO|
WW||||
->assiccesco|adsiccesco
LS|adsiccesco|adsiccesco|ĕre||v. inch.|to become dry, to dry up|assiccesco|(
GG|adsiccesco|adsiccesco|ĕre||intr.|int., se sécher|adsiccesco|adsiccesco
GJ|adsiccesco|adsiccesco|ĕre|- intr. - devenir sec, sécher.
Ge|
FG|
Lw|
YO|
PO|
WW|||adsiccesco, adsiccui|
->assignator|adsignator
LS|adsignator|adsignātor|ōris|m.||an assigner, appointer|assignator|(
GG|adsignator|adsignātŏr|ōris|m.|subst.|celui qui assigne, qui répartit|adsignator|adsignātŏr
GJ|adsignator|adsignātŏr|ōris, m.|celui qui assigne, qui répartit, répartiteur.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adsignatus
LS|
GG|adsignatus|adsignātus|a, um||part.|part. de adsigno.|adsignatus|adsignātus
GJ|
Ge|
FG|adsignatus|adsignatus (ass-) a um, participe de adsigno.
Lw|
YO|
PO|
WW||||
->assignificatio|adsignificatio
LS|
GG|adsignificatio|adsignĭfĭcātĭo|ōnis|f.|subst.|explication ajoutée en plus, expression surabondante|adsignificatio|adsignĭfĭcātĭo
GJ|adsignificatio|adsignĭfĭcātĭo|ōnis, f.|explication ajoutée en plus, expression surabondante.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assignifico|adsignifico
LS|adsignifico|adsignĭfĭco|āre||v. a.|To show, make evident|assignifico|(
GG|adsignifico|adsignĭfĭco|āvī, ātum, āre||tr.|tr., apporter une démonstration (indication), indiquer, montrer|adsignifico|adsignĭfĭco
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||adsignifico, adsignificavi|adsignifico, adsignificatum
->assimilatio|adsimilatio
LS|adsimilatio|adsĭmĭlātio|||||assimilatio|(
GG|adsimilatio|adsĭmĭlātĭo|ōnis|f.|subst.|v. adsimulatio|adsimilatio|adsĭmĭlātĭo
GJ|adsimilatio|adsĭmĭlātĭo|ōnis, f.|v. adsimulatio.
Ge|
FG|adsimilatio|adsimilatio (ass-) onis féminin, cf. adsimulatio.
Lw|
YO|
PO|
WW||||
-|adsimilatus
LS|
GG|adsimilatus|adsĭmĭlātus|a, um||part.|part. de adsimilo.|adsimilatus|adsĭmĭlātus
GJ|adsimilatus|adsĭmĭlātus|a, um|part. de adsimilo.
Ge|
FG|adsimilatus|adsimilatus (ass-) a um, participe de adsimilo.
Lw|
YO|
PO|
WW||||
->assimulanter|adsimulanter
LS|adsimulanter|adsĭmŭlanter|||adv.|in a similar manner|assimulanter|(
GG|adsimulanter|adsĭmŭlantĕr|||adv.|de la même façon|adsimulanter|adsĭmŭlantĕr
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assimulaticius|adsimulaticius
LS|adsimulaticius|adsĭmŭlātĭcĭus|a, um||adj.|imitated, not real;, nominal, titular|assimulaticius|(
GG|adsimulaticius|adsĭmŭlātīcĭus|a, um||adj.|simulé, à quoi l'on n'a pas droit|adsimulaticius|adsĭmŭlātīcĭus
GJ|adsimulaticius|adsĭmŭlātīcĭus|a, um|simulé, à quoi l'on n'a pas droit.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assimulator|adsimulator
LS|
GG|adsimulator|adsĭmŭlātŏr|ōris|m.|subst.|simulateur, hypocrite|adsimulator|adsĭmŭlātŏr
GJ|adsimulator|adsĭmŭlātŏr|ōris, m.|simulateur, hypocrite.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adsociatus
LS|
GG|adsociatus|adsŏcĭātus|a, um||part.|part. de adsocio.|adsociatus|adsŏcĭātus
GJ|
Ge|
FG|adsociatus|adsociatus (ass-) a um, participe de adsocio.
Lw|
YO|
PO|
WW||||
->associus|adsocius
LS|adsocius|adsŏcĭus|a, um||adj.|associating with|associus|(
GG|adsocius|adsŏcĭus|a, um||adj.|uni à, joint à / apparenté à|adsocius|adsŏcĭus
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->assolo|adsolo
LS|adsolo|adsŏlo|āvi, 1||v. a.|to level to the ground, to destroy|assolo|(
GG|adsolo|adsŏlo|āvī, āre||tr.|tr., détruire de fond en comble|adsolo|adsŏlo
GJ|adsolo|adsolo|āre|- tr. - détruire de fond en comble, raser, jeter bas, abaisser.
Ge|
FG|
Lw|
YO|
PO|
WW|||adsolo, adsolavi|adsolo, adsolatum
->aspectabilis|adspectabilis
LS|adspectabilis|adspectābĭlis|e||adj.|That may be seen, visible|aspectabilis|(
GG|
GJ|adspectabilis|adspectabilis|e|- 1 - visible. - 2 - digne d'être vu.
Ge|
FG|
Lw|
YO|
PO|
WW||adspectabilis, adspectabilis||
->aspectamen|adspectamen
LS|adspectamen|adspectāmen|ĭnis|n.||a look, a sight|aspectamen|(
GG|
GJ|adspectamen|adspectamen|inis, n.|spectacle, vue.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->aspectio|adspectio
LS|adspectio|adspectĭo|ōnis|f.||a look, a view|aspectio|(
GG|
GJ|adspectio|adspectio|ōnis, f.|action d'examiner, inspection.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->aspiramen|adspiramen
LS|adspiramen|adspīrāmen|ĭnis|n.||a blowing, breathing;, a communicating|aspiramen|(
GG|adspiramen|adspīrāmen|ĭnis|n.|subst.|action de souffler vers / [fig.] souffle|aspiramen|adsp-
GJ|adspiramen|adspīrāmen|ĭnis, n. [aspiro]|- 1 - action de souffler vers. - 2 - fig. souffle.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->aspiratio|adspiratio
LS|adspiratio|adspīrātĭo|ōnis|f.|||aspiratio|(
GG|adspiratio|adspīrātĭo|ōnis|f.|subst.|aspiration / exhalaison, émanation / [gram.] aspiration / [fig.] inspiration [divine] / souffle favorable, faveur|aspiratio|adsp-
GJ|adspiratio|adspīrātĭo|ōnis, f. [aspiro]|1 - aspiration. 2 - exhalaison, émanation. 3 - gram. aspiration. 4 - fig. inspiration [divine]. 5 - souffle favorable, faveur.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adspiratus
LS|
GG|adspiratus|adspīrātus|a, um||part.|part. de aspiro.|aspiratus|adsp-
GJ|adspiratus|adspīrātus|a, um|part. de aspiro.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->aspuo|adspuo
LS|adspuo|adspŭo|ĕre||v. a.|to spit at, upon|aspuo|(
GG|adspuo|adspŭo|ĕre|||cracher contre|aspuo|adsp-
GJ|adspuo|adspŭo|ĕre|- tr. - cracher contre, cracher sur.
Ge|
FG|
Lw|
YO|
PO|
WW|||adspuo, adspui|adspuo, adsputum
->asterno|adsterno
LS|adsterno|adsterno|ĕre||v. a.|to strew upon;, to stretch one's self, to lie stretched|asterno|(better 
GG|adsterno|adsterno|ĕre||tr.|[empl. au pass. réfl. adsternor, adstratus]|adsterno|adsterno
GJ|adsterno|adsterno|ĕre|- tr. - étendre auprès.
Ge|
FG|
Lw|
YO|
PO|
WW|||adsterno, adstravi|adsterno, adstratum
-|adstiti
LS|
GG|adstiti|adstĭti||||pf. de adsisto|adstiti|
GJ|
Ge|
FG|adstiti|adstiti, parfait de adsisto ou adsto.
Lw|
YO|
PO|
WW||||
->astituo|adstituo
LS|adstituo|adstĭtŭo|ŭi, ūtum, 3||v. a.|to place, somewhere|astituo|(better than 
GG|adstituo|adstĭtŭo|tŭi, tūtum, ĕre||tr.|tr., placer auprès|adstituo|
GJ|adstituo|adstĭtŭo|ĕre, tŭi, tūtum [ad + statuo]|- tr. - placer auprès.
Ge|
FG|
Lw|
YO|
PO|
WW|||adstituo, adstitui|adstituo, adstitutum
->astricte|adstricte
LS|adstricte|adstrictē|||adv.|concisely, briefly|astricte|(
GG|adstricte|adstrictē|||adv.|d'une façon serrée, étroite, stricte / avec concision|adstricte|adstrictē
GJ|adstricte|adstrictē|adv. [adstrictus]|- 1 - d'une manière serrée, étroitement. - 2 - d'une manière serrée, avec concision, brièvement.
Ge|
FG|adstricte|adstricte (as-) (adstrictus), d'une façon serrée, étroite, stricte ; avec concision.
Lw|
YO|
PO|
WW||||
->astrictio|adstrictio
LS|adstrictio|adstrictĭo|ōnis|f.||A power of contracting, astringency|astrictio|(
GG|adstrictio|adstrictĭo|ōnis|f.|subst.|vertu astringente|adstrictio|adstrictĭo
GJ|adstrictio|adstrictĭo|ōnis, f.|vertu astringente.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->astrictus|adstrictus
LS|adstrictus|adstrictus|a, um||P. a.|drawn together, tight, narrow, close|astrictus|(
GG|adstrictus|adstrictus|a, um||part.|serré / [fig.] serré, regardant / enchaîné, maintenu strictement par une règle|adstrictus|adstrictus
GJ|adstrictus|adstrictus|a, um|part. passé de adstringo.
Ge|
FG|adstrictus|adstrictus (astr-) a um, 1. participe de adstringo ; 2. adjectif, a) serré, flottant ; b) (figuré) serré, regardant (opposé à profusus).
Lw|
YO|
PO|
WW||||
-|adsuctus
LS|
GG|adsuctus|adsuctus|a, um||part.|part. de adsugo.|adsuctus|
GJ|adsuctus|adsuctus|a, um|part. passé de adsugo.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adsuefactus
LS|
GG|adsuefactus|adsuēfactus|a, um||part.|part. de adsuefacio.|adsuefactus|
GJ|
Ge|
FG|adsuefactus|adsuefactus a um, participe de adsuefacio.
Lw|
YO|
PO|
WW||||
-|adsuevi
LS|
GG|adsuevi|adsuēvi||||pf. de adsuesco.|adsuevi|
GJ|
Ge|
FG|adsuevi|adsuevi, parfait de adsuesco.
Lw|
YO|
PO|
WW||||
->assuspiro|adsuspiro
LS|adsuspiro|adsuspīro|āre||v. n.|to sigh at|assuspiro|(
GG|
GJ|adsuspiro|adsuspiro|āre|- intr. - soupirer après.
Ge|
FG|
Lw|
YO|
PO|
WW|||adsuspiro, adsuspiravi|adsuspiro, adsuspiratum
->attegro|adtegro
LS|
GG|adtegro|adtegro|āre|||verser du vin dans les sacrifices|adtegro|
GJ|adtegro|adtegro|āre|ajouter à la quantité de vin, verser du vin (dans les sacrifices).
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attemperate|adtemperate
LS|
GG|adtemperate|adtempĕrātē|||adv.|à point, à propos|adtemperate|
GJ|adtemperate|adtemperatē|adv.|à temps, à point nommé, à propos.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attempero|adtempero
LS|adtempero|adtempĕro|āre||v. a.|to fit, adjust, accommodate|attempero|(
GG|adtempero|adtempĕro|āre||tr.|tr., ajuster / diriger contre [sibi, contre soi]|adtempero|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||adtempero, adtemperavi|adtempero, adtemperatum
->attentatio|adtentatio
LS|
GG|adtentatio|adtentātĭo|ōnis|f.|subst.|tentative|adtentatio|adtentātĭo
GJ|adtentatio|adtentātĭo|ōnis, f.|tentative, essai.
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adtentatus
LS|
GG|adtentatus|adtentātus|a, um||part.|part. de adtento.|adtentatus|adtentātus
GJ|
Ge|
FG|adtentatus|adtentatus (att-) a um, participe de adtento.
Lw|
YO|
PO|
WW||||
->attentio|adtentio
LS|
GG|adtentio|adtentĭo|ōnis|f.|subst.|attention, application, animi, de l'esprit / attention|adtentio|adtentĭo
GJ|
Ge|
FG|adtentio|adtentio (att-) onis, féminin, (adtendo) application, animi, de l'esprit ; attention.
Lw|
YO|
PO|
WW||||
->attento|adtento
LS|
GG|adtento|adtento|āvī, ātum, āre||tr.|tr., entreprendre, essayer, attaquer (qqn, qqch) ; [idée d'hostilité] / [sans idée d'host., rare]|adtento|adtento
GJ|adtento|adtento|āre, āvi, ātum|- tr. - 1 - porter la main sur, toucher. - 2 - essayer, tenter, sonder, commencer, entreprendre. - 3 - chercher à gagner, chercher à séduire, essayer de corrompre. - 4 - attaquer, attenter, assaillir. - 5 - atteindre (en parl. de la douleur).
Ge|
FG|adtento|adtento (att-) are avi atum, transitif, entreprendre, essayer, attaquer (quelqu'un, quelque chose) ; (idée d'hostilité) : corrompre ; fidem alicujus, surprendre la bonne foi de quelqu'un ; (sans idée d'hostilité, rare) : chercher à atteindre.
Lw|
YO|
PO|
WW|||adtento, adtentavi|adtento, adtentatum
->attenuate|adtenuate
LS|adtenuate|adtĕnŭātē|||adv.||attenuate|(
GG|adtenuate|adtĕnŭātē|||adv.|d'une manière mince ; [fig.] avec un style simple|adtenuate|adtĕnŭātē
GJ|
Ge|
FG|adtenuate|adtenuate (att-), d'une manière mince ; (figuré) avec un style simple.
Lw|
YO|
PO|
WW||||
->attenuatio|adtenuatio
LS|adtenuatio|adtĕnŭātĭo|ōnis|f.||a diminishing, lessening|attenuatio|(
GG|adtenuatio|adtĕnŭātĭo|ōnis|f.|subst.|amoindrissement, affaiblissement / simplicité du style|adtenuatio|adtĕnŭātĭo
GJ|
Ge|
FG|adtenuatio|adtenuatio (att-) a um, 1. participe de adtenuo ; 2. adjectif, a) affaibli, amoindri ; b) simple (en parlant du style).
Lw|
YO|
PO|
WW||||
->attenuatus|adtenuatus
LS|adtenuatus|adtĕnŭātus|a, um||P. a.|enfeebled, weakened, reduced, weak.|attenuatus|(
GG|adtenuatus|adtĕnŭātus|a, um||part.|affaibli, amoindri / [style] simple / [voix] qui va vers l'aigu, dessus de la voix, voix de tête|adtenuatus|adtĕnŭātus
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attenuo|adtenuo
LS|adtenuo|adtĕnŭo|āvi, ātum, 1||v. a.|to make thin, weak; to thin, attenuate; to weaken, enfeeble; to lessen, diminish.|attenuo|(
GG|adtenuo|adtĕnŭo|āvī, ātum, āre||tr.|amincir, amoindrir, affaiblir / [rhét.] abaisser, amoindrir [par la parole] / réduire [le style] à l'expression la plus simple|adtenuo|adtĕnŭo
GJ|
Ge|
FG|adtenuo|adtenuo (att-) are avi atum, transitif, 1. amincir, amoindrir, affaiblir ; 2. (rhétorique) abaisser, amoindrir ; réduire (le style) à l'expression la plus simple.
Lw|
YO|
PO|
WW|||adtenuo, adtenuavi|adtenuo, adtenuatum
->atterraneus|adterraneus
LS|adterraneus|adterrānĕus|a, um||adj.|belonging to the earth|atterraneus|(
GG|adterraneus|adterrānĕus|a, um||adj.|qui arrive de la terre|adterraneus|adterrānĕus
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attertiatus|adtertiatus
LS|adtertiatus|adtertĭātus|a, um|||boiled down to a third part|attertiatus|(
GG|adtertiatus|adtertiātus|a, um||adj.|réduit au tiers [par la cuisson]|adtertiatus|adtertiātus
GJ|adtertiatus|adtertiatus|a, um|réduit au tiers.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attestor|adtestor
LS|
GG|adtestor|adtestor|ātus sum, āri||tr.|tr., attester, prouver / confirmer [un premier présage]|adtestor|adtestor
GJ|
Ge|
FG|adtestor|adtestor (att-) ari atus sum, transitif, attester, prouver ; confirmer (un premier présage).
Lw|
YO|
PO|
WW||||
->attigo|adtigo
LS|adtigo|adtĭgo|||||attigo|(
GG|adtigo|adtĭgo|ĕre||tr.|tr., c. adtingo|adtigo|adtĭgo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||adtigo, adtigi|adtigo, adtactum
->attillo|adtillo
LS|adtillo|adtillo|āre||v. a.|to tickle, please|attillo|(
GG|adtillo|adtillo|āre||tr.|tr., chatouiller|adtillo|adtillo
GJ|adtillo|adtillo|āre|- tr. - chatouiller, flatter.
Ge|
FG|
Lw|
YO|
PO|
WW|||adtillo, adtillavi|adtillo, adtillatum
->attinae|adtinae
LS|adtinae|adtĭnae|ārum|f.||stones built up like a wall for a boundary mark|attinae|(
GG|adtinae|adtĭnae|ārum|f.|subst.|mur de pierres sèches formant limite|adtinae|adtĭnae
GJ|adtinae|adtinae|ārum, f.|limites des champs faites d'un tas de pierres.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attitulo|adtitulo
LS|adtitulo|adtĭtŭlo|āre||v. a.|to name, entitle|attitulo|(
GG|adtitulo|adtĭtŭlo|āre||tr.|tr., intituler|adtitulo|adtĭtŭlo
GJ|adtitulo|adtitulo|āre|- tr. - mettre un titre, intituler.
Ge|
FG|
Lw|
YO|
PO|
WW|||adtitulo, adtitulavi|adtitulo, adtitulatum
->attolero|adtolero
LS|adtolero|adtŏlĕro|āre||v. a.|to bear, support|attolero|(
GG|adtolero|adtŏlĕro|āre||tr.|tr., soutenir, supporter [une statue]|adtolero|adtŏlĕro
GJ|adtolero|adtolero|āre|- tr. - supporter, soutenir, servir de base.
Ge|
FG|
Lw|
YO|
PO|
WW|||adtolero, adtoleravi|adtolero, adtoleratum
->attondeo|adtondeo
LS|adtondeo|adtondĕo|tondi, tonsum, 2||v. a.|to shave, shear, clip, crop, to gnaw at, nibble, shorn, diminished, lessened, to cheat, fleece|attondeo|(better than 
GG|adtondeo|adtondĕo|tondī, tonsum, ēre||tr.|tr., tondre / tondre (brouter) / tondre (émonder) / tondre, escroquer / à la décad. formes de la 3e conj.|adtondeo|adtondĕo
GJ|
Ge|
FG|adtondeo|adtondeo (att-) ere tondi tonsum, transitif, tondre ; brouter ; émonder.
Lw|
YO|
PO|
WW|||adtondeo, adtondi|adtondeo, adtonsum
->attonite|adtonite
LS|adtonite|adtŏnĭtē|||adv.||attonite|(
GG|adtonite|adtŏnĭtē|||adv.|avec étonnement / avec attention|adtonite|adtŏnĭtē
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attono|adtono
LS|adtono|adtŏno|ŭi, ĭtum, 1||v. a.|to thunder at;, to stun, stupefy, P. a.;|attono|(better than 
GG|adtono|adtŏno|tŏnŭi, tŏnĭtum, āre|||tr, frapper du tonnerre / frapper de stupeur|adtono|adtŏno
GJ|
Ge|
FG|adtono|adtono (att-) are tonui tonitum, transitif, frapper de stupeur.
Lw|
YO|
PO|
WW|||adtono, adtonui|adtono, adtonitum
-|adtonsus
LS|
GG|adtonsus|adtonsus|a, um||part.|part. de adtondeo.|adtonsus|adtonsus
GJ|
Ge|
FG|adtonsus|adtonsus (att-), participe de adtondeo.
Lw|
YO|
PO|
WW||||
->attorqueo|adtorqueo
LS|
GG|adtorqueo|adtorquĕo|ēre||tr.|tr., brandir, lancer [un javelot]|adtorqueo|adtorquĕo
GJ|
Ge|
FG|adtorqueo|adtorqueo (att-) ere, transitif, brandir, lancer (un javelot).
Lw|
YO|
PO|
WW|||adtorqueo, adtorsi|adtorqueo, adtortum
->attorreo|adtorreo
LS|
GG|adtorreo|adtorrĕo|ēre||tr.|tr., faire griller|adtorreo|adtorrĕo
GJ|adtorreo|adtorrĕo|ēre|- tr. - faire griller.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attractio|adtractio
LS|
GG|adtractio|adtractĭo|ōnis|f.|subst.|action de tirer à soi / contraction|adtractio|adtractĭo
GJ|adtractio|adtractio|ōnis, f.|- 1 - contraction. - 2 - action de tirer à soi, attraction.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attractivus|adtractivus
LS|
GG|adtractivus|adtractīvus|a, um||adj.|qui a la propriété d'attirer, attractif|adtractivus|adtractīvus
GJ|adtractivus|adtractivus|a, um|attractif.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attrectatio|adtrectatio
LS|adtrectatio|adtrectātĭo|ōnis|f.||A touching, handling|attrectatio|(
GG|adtrectatio|adtrectātĭo|ōnis|f.|subst.|attouchement|adtrectatio|adtrectātĭo
GJ|adtrectatio|adtrectātĭo|ōnis, f.|- 1 - action de toucher, attouchement. - 2 - mot collectif (t. de gram.).
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attremo|adtremo
LS|
GG|adtremo|adtrĕmo|ĕre||intr.|int.. trembler à (en réponse à)|adtremo|adtrĕmo
GJ|
Ge|
FG|adtremo|adtremo (att-) ere, intransitif, trembler à (en réponse à) : alicui, devant quelqu'un.
Lw|
YO|
PO|
WW||||
->attributio|adtributio
LS|adtributio|adtrĭbūtĭo|ōnis|f.||The assignment of a money-debt|attributio|(
GG|adtributio|adtrĭbūtĭo|ōnis|f.|subst.|assignation, action de déléguer un débiteur pour l'acquittement d'une dette / [rhét.] propriété (caractère) afférente à une personne, à une chose|adtributio|adtrĭbūtĭo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|adtributus
LS|adtributus|adtrĭbūtus|a, um||P. a.||attributus|(
GG|adtributus|adtrĭbūtus|a, um||part.|part. de adtribuo.|adtributus|adtrĭbūtus
GJ|
Ge|
FG|adtributus|adtributus a um, participe de adtribuo.
Lw|
YO|
PO|
WW||||
-|adtrivi
LS|
GG|adtrivi|adtrīvi||||pf. de adtero.|adtrivi|
GJ|
Ge|
FG|adtrivi|adtrivi, parfait de adtero.
Lw|
YO|
PO|
WW||||
-|adtuli
LS|
GG|adtuli|adtŭli||||pf. de adfero.|adtuli|
GJ|
Ge|
FG|adtuli|adtuli, parfait de adfero.
Lw|
YO|
PO|
WW||||
->attulo|adtulo
LS|adtulo|adtŭlo|ĕre||v. a.|to bring to|attulo|(
GG|adtulo|adtŭlo|ĕre|||[arch.], apporter|adtulo|adtŭlo
GJ|adtulo|adtulo|ĕre (arch. = affero)|apporter.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collabasco|conlabasco
LS|conlabasco|conlăbasco|ĕre||v. n.|to totter, be about to fall at the same time, to waver with|collabasco|(
GG|conlabasco|conlăbasco|ĕre||intr.|int., menacer ruine|collabasco|conl-
GJ|conlabasco|conlabasco|ĕre|- intr. - menacer ruine, chanceler, s'écrouler.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collabefacto|conlabefacto
LS|conlabefacto|conlăbĕfacto|āre||v. a.|to make to reel, shake, totter|collabefacto|(
