adapertilis|adapertilis|adapertilis| e||adj.|that may be opened |||
adapertus|adapertus|adapertus|||adj.|open, wide open |||
adaquor|adaquor|ad-aquor| &mdash;, ārī||dep.| to obtain water, fetch water (once): |||
adaugeo|adaugeo|ad-augeō| auxī, auctus, ēre|||to increase by adding, augment: |||
adaugesco|adaugesco|adaugēscō| &mdash;, &mdash;, ere|||to grow, increase |||
adbibo|adbibo|ad-bibō| bibī, &mdash;, ere|||to take in by drinking: |||
adc-|adc|adc-| see acc-. |||⍌㘰⍌吐ඟ|||
addenseo|addenseo|ad - dēnseō| &mdash;, &mdash;, ēre|||to crowd together: |||
addenso|addenso|ad-dēnsō| &mdash;, &mdash;, āre, in some edd. of V. for addenseo. |||eagerly: |||
addico|addico|ad - dīcō| dīxī, dictus, ere|||to give assent. |||
addictio|addictio|addictiō| ōnis|f|| an award, adjudging (rare): |||
addictus|addictus|addictus||||P. of addico. |||
addisco|addisco|ad-discō| didicī, &mdash;, ere|||to learn in addition, gain knowledge of: |||
additamentum|additamentum|additāmentum| ī|n||an accession, reinforcement |||
addo|addo|ad-dō| didī, ditus, ere |||to put to, place upon, lay on, join, attach, appear as a candidate, lay me too in my brother's tomb, confer, a blight falls, to bring to, add to, to give courage, embolden, impart, bestow, puts on, apply the spur, to add by way of increase, join, annex, give a further respite, if you say another word, increase the poor man's little, will name Lu. too, giving also the night to the work, adds one to their number, confounds with, involve you also in, gives more work, make much of, was sixteen years old, make essential additions to, add course to course, outdo themselves, add to this, consider also, remember too, moreover ... |||
addoceo|addoceo|ad - doceō| &mdash;, &mdash;, ēre|||to teach in addition (once): |||
addubito|addubito|ad-dubitō| āvī, ātus, āre|||to entertain a doubt, incline to doubt, hesitate, be uncertain: |||
adduco|adduco|ad-dūcō| dūxī, ductus, ere |||to lead to, bring to, bring along |||
adducte|adducte|adductē|||adv.|strictly, severely |||
adductus|adductus|adductus|||adj.|strict, severe |||
adedo|adedo|(ad-edō)| ēdī, ēsus, ere|||to eat away, gnaw at, consume: |||
Adelphi|Adelphi|Adelphī| ōrum||| The Brothers (a comedy), T. |||
ademptio|ademptio|adēmptiō| ōnis|f||a taking away, depriving, of citizenship |||
ademptus|ademptus|adēmptus||||P. of adimo. |||
adeo1|adeo|ad-eō| iī ||| to submit a cause to a referee: |||
adeo2|adeo|ad-eō|||adv.||||
adeps|adeps|adeps| ipis||| the soft fat of non-ruminating animals, fat. |||
adeptio|adeptio|adeptiō| ōnis|f||an obtaining, attainment |||
adequito|adequito|ad - equitō| āvī, &mdash;, āre|||to ride to, gallop to, ride up: |||
adesdum|adesdum|adesdum| better ades dum ||| come to me, stand by me (once), T. |||
adesus|adesus|adēsus||||P. of adedo. |||
adfabilis|adfabilis|adfābilis (aff-)| e||adj.|approachable, courteous, affable, kind, friendly |||
adfabilitas|adfabilitas|adfābilitās (aff-)| ātis|f||courtesy, affability |||
adfabre|adfabre|adfabrē (aff-)|||adv.|cunningly, in a workmanlike manner |||
adfatim|adfatim|ad-fatim (aff-)|||adv.|satisfactorily, sufficiently, abundantly, part. |||
adfatus|adfatus|(adfātus or aff-)| ūs|m||an accosting, speaking to |||
adfectatio|adfectatio|adfectātiō (aff-)| ōnis|f||a claiming |||
adfectio|adfectio|adfectiō (aff-)| ōnis|f||a relation, disposition, a temporary state, perturbation, A frame, state, constitution, position, aspect, Inclination, partiality |||
adfecto|adfecto|adfectō (aff-)| āvī, ātus, āre|||to strive after, strive to obtain, aspire to, pursue, aim at, lay claim to, to cling to, cherish, win a way into favor with, set upon me, To enter upon, pursue, what career it is entering on, To lay hold of, grasp, attacks, To influence, win over |||
adfectus2|adfectus|adfectus (aff-)| ūs|m||a state, disposition, mood, in vacillating moods, rapture, A desire, fondness for |||
adfectus1|adfectus|adfectus (aff-)|||adj.|furnished, supplied, endowed, provided, gifted, affected, impaired, weakened, infirm, discouraged, disordered, embarrassed, impaired, far advanced, near an end, Disposed, constituted, inclined, affected, minded, in what mood, disposed, fit, adapted |||
adfero|adfero|ad-ferō (aff-)| attulī ||| to bring, fetch, carry, convey, take, deliver: |||
adficio|adficio|adficiō (aff-)| fēcī, fectus, ere |||to do to, treat, use, manage, handle, how would he treat you if alive, which he has been conducting. &mdash; To treat, affect, visit, furnish, afflict, pay off, to honor, to kill, torture, crucify, outrage, reward, was brought into great embarrassment, is benefited, will be punished, scourged, To move, influence, affect, impress, To attack, afflict, oppress, weaken, impair, To qualify, characterize, describe |||
adfigo|adfigo|ad-fīgō (aff-)| fīxī, fīxus, ere|||to fasten, attach, affix, annex: |||
adfingo|adfingo|ad-fingō (aff-)| finxī, fictus, ere|||to form as an addition, make besides, attach, affix, append: |||
adfinis1|adfinis|ad-fīnis (aff-)| e||adj.| adjoining, bordering on: |||
adfinis2|adfinis|adfīnis| is|m|| a connection by marriage: |||
adfinitas|adfinitas|adfīnitās (aff-)| ātis|f||relationship by marriage |||
adfirmans|adfirmans|adfīrmāns (aff-)| antis|||P. of adfirmo. |||
adfirmate|adfirmate|adfīrmātē (aff-)|||adv.|with solemn assurance |||
adfirmatio|adfirmatio|adfīrmātiō (aff-)| ōnis|f||an affirmation, asseveration, solemn assurance |||
adfirmo|adfirmo|ad-fīrmō (aff-)| āvī, ātus, āre|||to strengthen.&mdash; Fig., to confirm, encourage: |||
adfixus|adfixus|adfīxus|||adj.|joined, attached, to keep close to me, impressed |||
adflatus|adflatus|adflātus (aff-)| ūs|m||a blowing on, breeze, blast, breath, by the effluvia, by his breath, inspiration |||
adflictatio|adflictatio|adflīctātiō (aff-)| ōnis|f||physical pain, torture |||
adflicto|adflicto|adflīctō (aff-)| āvī, ātus, āre|||to break to pieces, destroy, shatter, damage, injure, were broken in the shallows, to crush, put an end to, To trouble, disquiet, distress, harass, reflex., to grieve, be greatly troubled |||
adflictor|adflictor|adflīctor (aff-)| ōris|m||one who strikes down, a subverter |||
adflictus|adflictus|adflīctus (aff-)|||adj.|cast down, miserable, unfortunate, overthrown, wretched, distressed, ruined, Dejected, discouraged, desponding, Abandoned, base, low, vile |||
adfligo|adfligo|ad-flīgō (aff-)| īxī, īctus, ere|||to dash at, strike upon, throw down, overthrow: |||
adflo|adflo|ad-flō (aff-)| āvī, &mdash;, āre|||to blow on, breathe upon: |||
adfluens|adfluens|adfluēns (aff-)| entis||adj.|flowing, abounding, abundant, rich, copious, affluent, numerous, plentiful, in flowing garments, n., profusely |||
adfluenter|adfluenter|(adfluenter)|||adv.|lavishly, abundantly |||
adfluentia|adfluentia|adfluentia (aff-)| ae|f||a flowing to, affluence, abundance, copiousness, extravagance |||
adfluo|adfluo|adfluō (aff-)| fluxī, fluxus, ere|||to flow to, flow towards, flow by: |||
adfor|adfor|ad-for (aff-)| ātus, ārī||dep.|In gen., to speak to, say to, address, accost: |||
adfore|adfore|adfore, adforem, adfuī;| see adsum. |||GANCE|||
adfulgeo|adfulgeo|(adfulgeō or aff-)| ulsī, &mdash;, ēre ||| to shine upon, beam, glitter, appear bright, be radiant: |||
adfundo|adfundo|ad-fundō (aff-)| fūdī, fūsus, ere|||to pour into, administer: |||
adfuturus|adfuturus|adfutūrus||||P. of adsum. |||
adg-|adg|ad-g-| see agg-. |||Y:|||
adgn-|adgn|ad-gn-| see agn-. ||||||
adhaereo|adhaereo|ad-haereō| &mdash;, &mdash;, ēre|||to cleave, adhere, stick to: |||
adhaeresco|adhaeresco|ad-haerēscō| haesī, haesus, ere|||to cleave, stick, adhere, was added on the verge of the tablet, to be pilloried as a fraudulent debtor, remained, to cling, adhere, to be devoted, never faltered. &mdash; To correspond to, accord with, fit, suit, To hang on, trail after, be the last, hung on the end, were chosen last |||
adhaesio|adhaesio|adhaesiō| ōnis|f|| an adhering, clinging (once). |||
adhibeo|adhibeo|ad-hibeō| uī, itus, ēre |||to hold toward, turn to, apply, add to, eat with, clasps, to furnish, produce, bring forward, apply, bestow, administer, call to one's aid, give close attention, to bring to, summon, employ, we are summoned, shall be brought upon the stage, to summon for counsel, consult, to invite to dinner, invite to a banquet, entertain, To treat, handle, act towards, to put to use, apply, use, employ for, use in, calling to their aid, to set bounds, to retain in memory, to employ compulsion, compel, storm the defences of wisdom |||
adhinnio|adhinnio|ad-hinniō| īvī, &mdash;, īre||||||
adhortatio|adhortatio|adhortātiō| ōnis|f||an encouragement, exhortation |||
adhortator|adhortator|adhortātor| ōris|m||one who encourages, to the work |||
adhortor|adhortor|ad-hortor| ātus, ārī|||to encourage, exhort, stimulate, rouse, urge: |||
adhuc|adhuc|ad - hūc|||adv.| of time, until now, heretofore, hitherto, as yet: |||
adiaceo|adiaceo|ad-iaceō| cuī, &mdash;, ēre|||to lie at, lie near, adjoin, border upon, touch, bound: |||
adicio|adicio|adiciō||||to throw to, cast to, fling at, put, put to, set near, to hurl, thrown up before, to cast, throw, to turn, direct, fix, to add by way of increase, superadd, to institute also, to be raised besides, contributed, To add a new thought, To do in addition, added the offence of, to add to a bid, made a higher bid |||
adiectio|adiectio|adiectiō| ōnis|f||an annexation, addition, by grudgingly adding |||
adigo|adigo|adigō| ēgī, āctus, ere |||to drive, urge, bring by force, take, compelled to come before an arbiter, to ram in, to drive home, plunge, thrust, reach its mark, inflicted, to drive, urge, force, compel, bring, pressed, brought into the form of a ship, to put on oath, bind by oath, cause to take an oath, swear, takes the oath under compulsion |||
adiicio|adiicio|adiiciō| see adicio. |||NG|||
adimo|adimo|adimō| ēmī, ēmptus, ere |||to take away, take from, deprive of, to free men from sorrow, to deprive of civil rights, grant to Caecilius, yet deny to Vergil, rob, will forbid to write verses, to snatch away, carry off, from death, dead |||
adipatus|adipatus|adipātus|||adj.|fat, greasy, pastry prepared with fat, coarse, gross |||
adipiscor|adipiscor|adipīscor| adeptus, ī||dep.|to come up with, arrive at, reach, overtake, to attain, get, obtain, acquire, reach, they should take public office, P. pass. |||
aditus2|aditus|aditus| ūs|m||a going to, drawing near, approach, access, seek to approach, how to approach gently, A privilege of admittance, access, an opportunity of conversing, a way of approach, entrance, avenue, entry, inaccessible, a way of approach, means of reaching |||
adiudico|adiudico|ad-iūdicō| āvī, ātus, āre|||to make a judicial award, grant, award, adjudge: |||
adiuero|adiuero|adiuerō| for adiuverō, see adiuvo. |||sh, bloom|||
adiumentum|adiumentum|adiūmentum| ī|n||a means of helping, help, aid, support, assistance, natural advantages, no artificial aid |||
adiunctio|adiunctio|adiūnctiō| ōnis|f||a joining, union, conjunction, the connection of a predicate with several subjects, An addition to |||
adiunctor|adiunctor|adiūnctor| ōris|m||he who adds, Pompey |||
adiunctus|adiunctus|adiūnctus|||adj.|closely connected, joined, united, n., a characteristic, adjunct, essential attribute, collateral circumstances |||
adiungo|adiungo|adiungō| ūnxī, ūnctus, ere|||to fasten on, join to, harness: |||
adiuro|adiuro|ad-iūrō| āvī, &mdash;, āre|||to swear to in addition, attest besides, add to an oath: |||
adiuto|adiuto|adiūtō| āvī, &mdash;, āre|||to help zealously, serve, aid, assist, to aid in, help them carry |||
adiutor|adiutor|adiūtor| ōris|m||a helper, assistant, confederate, and with their aid, an aid, adjutant, assistant, deputy, secretary, a secondary actor, support, with no subordinate actors |||
adiutrix|adiutrix|adiūtrīx| īcis|f||she that helps, a female assistant |||
adiutus|adiutus|adiūtus||||P. of adiuvo. |||
adiuvo|adiuvo|ad-iuvō| iūvī ||| to help, assist, aid, support, further, sustain: |||
adlabor|adlabor|ad-lābor (all-)| apsus sum, ī||dep.| to glide towards, flow, glide, slide: |||
adlaboro|adlaboro|ad-labōrō (all-)| &mdash;, &mdash;, āre|||to labor, toil: |||
adlacrimo|adlacrimo|ad-lacrimō (all-)| &mdash;, &mdash;, āre|||to shed tears thereat, weep (once): |||
adlapsus|adlapsus|adlapsus (all-)| ūs|m||a gliding up to, stealthy approach |||
adlatro|adlatro|ad-lātrō (all-)| &mdash;, āre|||to bark at. &mdash; Fig., to rail at, revile: |||
adlaturus|adlaturus|adlātūrus, adlātus||||PP. of adfero. |||
adlecto|adlecto|adlectō (all-)| &mdash;, āre|||to allure, entice, court |||
adlegatio|adlegatio|adlēgātiō (all-)| ōnis|f||a sending, despatching |||
adlego2|adlego|ad - legō (all-)| ēgī, ēctus, ere|||to select, choose, elect: |||
adlego1|adlego|ad-lēgō (all-)| āvī, ātus, āre|||S |||
adlevamentum|adlevamentum|adlevāmentum (all-)| ī|n||a mitigation, relief |||
adlevatio|adlevatio|adlevātiō (all-)| ōnis|f||an alleviation |||
adlevo|adlevo|ad-levō (all-)| āvī, ātus, āre|||to lift up, raise, set up: |||
adlicio|adlicio|ad-liciō (all-)| lexī, lectus, ere |||to allure, entice, attract, persuade, influence, attracts |||
adlido|adlido|ad-līdō (all-)| līsī, līsus, ere |||to strike upon, dash against, to ruin |||
adligo|adligo|ad-ligō (all-)| āvī, ātus, āre|||to bind to, tie to: |||
adlino|adlino|ad-linō (all-)| &mdash;, &mdash;, ere|||to besmear: |||
adlisus|adlisus|adlīsus||||P. of adlido. |||
adlocutio|adlocutio|adlocūtiō (all-)| ōnis|f||a consoling, comforting |||
adlocutus|adlocutus|adlocūtus||||P. of adloquor. |||
adloquium|adloquium|adloquium (all-)| ī|n||an exhortation, encouragement, solaces |||
adloquor|adloquor|ad-loquor (all-)| cūtus, ī||dep.| to speak to, address, salute, greet: |||
adludo|adludo|ad-lūdō (all-)| ūsī, &mdash;, ere|||to play, sport, joke, jest, do sportively: |||
adluo|adluo|ad-luō (all-)| uī, &mdash;, ere|||to flow near to, wash against, bathe: |||
adluvies|adluvies|adluviēs (all-)| &mdash;|f||an inundation |||
adluvio|adluvio|adluviō (all-)| ōnis|f||an inundation |||
admaturo|admaturo|ad-mātūrō| &mdash;, &mdash;, āre|||to mature (once): |||
admetior|admetior|ad-mētior| mēnsus, īrī||dep.| to measure out: |||
adminiculo|adminiculo|adminiculō| āre |||to prop |||
adminiculum|adminiculum|adminiculum| ī|n||a stake, prop, a support, stay, the limbs, help, aid |||
administer|administer|ad - minister| trī|m|| one who is at hand to help, an assistant, minister, helper: |||
administra|administra|ad-ministra| ae|f||a female assistant, handmaid |||
administratio|administratio|administrātiō| ōnis|f||aid, help, co-operation, Direction, management, administration |||
administrator|administrator|administrātor| ōris|m||a manager, conductor |||
administro|administro|ad-ministrō| āvī, ātus, āre|||to manage, control, guide, superintend, execute, regulate, rule, direct: |||
admirabilis|admirabilis|admīrābilis| e||adj.|admirable, wonderful, strange, like paradox |||
admirabilitas|admirabilitas|admīrābilitās| ātis|f||admirableness |||
admirabiliter|admirabiliter|admīrābiliter|||adv.|wonderfully, admirably, Paradoxically |||
